Tipo Muert.;Zona;Subzona;Distrito;Circuito;Cod. Subcircu;Subcircuito;provincia;código de provincia;cantón;código de cantón;Coord. Y;Coord. X;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Presun. Motiva.;Presun. Motiva. Obser;Probable Causa M.;Edad;Med. Edad;Sexo;Género;Etnia;Estado Civil;Nacionalidad;Discapacidad;Prof Reg Civ;Instrucción;Antecedentes
HOMICIDIO;ZONA 3;TUNGURAHUA;AMBATO SUR;LETAMENDI;18D02C02S01;LETAMENDI 1;TUNGURAHUA;18;AMBATO;1801;-1,241120;-78,615500;URBANO;VIA PUBLICA;PUBLICO;19/02/2024;4:30;ARMA CONTUNDENTE;PALO;VIOLENCIA COMUNITARIA;RIÑAS;HERIDAS CONTUSAS;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTIBADOR;PRIMARIA;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;VINCES;PALENQUE;12D05C11S01;PALENQUE 1;LOS RÍOS;12;PALENQUE;1209;-1,433480;-79,773810;RURAL;TERRENO BALDIO;PUBLICO;06/02/2024;1:00;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;AGRICULTOR;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;UNIVERSIDAD;13D02C05S03;UNIVERSIDAD 3;MANABÍ;13;MANTA;1308;-0,959670;-80,744780;URBANO;VIA PUBLICA;PUBLICO;19/02/2024;11:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;UNIVERSIDAD;13D02C05S03;UNIVERSIDAD 3;MANABÍ;13;MANTA;1308;-0,959670;-80,744780;URBANO;VIA PUBLICA;PUBLICO;19/02/2024;11:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;65;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;OBRERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA NO DELIMITADA;ZONA NO DELIMITADA;MANGA DEL CURA;MANGA DEL CURA SUR;000C04S01;MANGA DEL CURA SUR 1;MANABÍ;13;MANGA DEL CURA;9003;-0,669800;-79,609810;RURAL;VIA PUBLICA;PUBLICO;19/02/2024;18:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MASCULINO;MESTIZO/A;EN UNION DE HECHO;ECUADOR;VISUAL;AGRICULTOR;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 9;DMQ;QUITUMBE;TURUBAMBA;17D07C05S03;TURUBAMBA 3;PICHINCHA;17;QUITO;1701;-0,326280;-78,535620;URBANO;VIA PUBLICA;PUBLICO;19/02/2024;23:30;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;UNION DE BANANEROS;09D01C02S03;UNION DE BANANEROS 3;GUAYAS;9;GUAYAQUIL;901;-2,264780;-79,878940;URBANO;VIA PUBLICA;PUBLICO;19/02/2024;15:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;PUERTA NEGRA;12D01C02S01;PUERTA NEGRA 1;LOS RÍOS;12;BABAHOYO;1201;-1,814230;-79,477380;URBANO;VIA PUBLICA;PUBLICO;19/02/2024;15:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;NO APLICA;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;PUERTA NEGRA;12D01C02S01;PUERTA NEGRA 1;LOS RÍOS;12;BABAHOYO;1201;-1,814230;-79,477380;URBANO;VIA PUBLICA;PUBLICO;19/02/2024;15:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;50;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;PUERTA NEGRA;12D01C02S01;PUERTA NEGRA 1;LOS RÍOS;12;BABAHOYO;1201;-1,814230;-79,477380;URBANO;VIA PUBLICA;PUBLICO;19/02/2024;15:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;15;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;ESMERALDAS;VUELTA LARGA SUR;08D01C18S01;VUELTA LARGA SUR 1;ESMERALDAS;8;ESMERALDAS;801;0,870310;-79,699020;RURAL;HACIENDAS;PRIVADO;19/02/2024;1:00;ARMA DE FUEGO;FUSIL               ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;SUCRE;BAHIA;13D11C01S01;BAHIA 1;MANABÍ;13;SUCRE;1314;-0,621970;-80,424220;URBANO;CASA/VILLA;PRIVADO;19/02/2024;21:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;MASCULINO;MONTUBIO/A;SOLTERO;ECUADOR;NINGUNA;COMERCIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;YAGUACHI;YAGUACHI SUR;09D21C01S01;YAGUACHI SUR 1;GUAYAS;9;SAN JACINTO DE YAGUACHI;920;-2,114300;-79,756280;RURAL;HACIENDAS;PRIVADO;19/02/2024;7:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO OESTE;SAN JACINTO DEL BUA;23D02C09S01;SAN JACINTO DEL BUA 1;STO DGO DE LOS TSÁCHILAS;23;SANTO DOMINGO;2301;-0,205180;-79,343810;RURAL;FINCA;PRIVADO;20/02/2024;3:00;ARMA DE FUEGO;CARTUCHERA          ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;52;A;MUJER;FEMENINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;EMPLEADO PRIVADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;DAULE;LAS LOJAS;09D19C06S01;LAS LOJAS 1;GUAYAS;9;DAULE;906;-1,951860;-79,883600;RURAL;VIA PUBLICA;PUBLICO;18/02/2024;8:00;OTROS;NINGUNA;TRANSNACIONAL;SECUESTRO;SOFOCACION;62;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;QUEHACER. DOMESTICOS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;EL CARMEN;EL CHAPARRAL;13D05C02S01;EL CHAPARRAL 1;MANABÍ;13;EL CARMEN;1304;-0,220660;-79,486530;RURAL;CASA/VILLA;PRIVADO;20/02/2024;12:00;ARMA BLANCA;MACHETE             ;VIOLENCIA COMUNITARIA;RIÑAS;HERIDA POR ARMA BLANCA;24;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;BACH.TEC.SERV.CONTAB;SIN_DATO;SIN_DATO
ASESINATO;ZONA 7;EL ORO;SANTA ROSA;SANTA ROSA ESTE;07D06C04S01;SANTA ROSA ESTE 1;EL ORO;7;SANTA ROSA;712;-3,449470;-79,969820;URBANO;VIA PUBLICA;PUBLICO;19/02/2024;16:25;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;PUEBLOVIEJO;RICAURTE;12D02C05S01;RICAURTE 1;LOS RÍOS;12;URDANETA;1206;-1,598170;-79,467100;RURAL;VIA PUBLICA;PUBLICO;20/02/2024;8:15;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;EN UNION DE HECHO;ECUADOR;NINGUNA;BACHILLER SERVICIOS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;FORTIN;09D08C02S01;FORTIN 1;GUAYAS;9;GUAYAQUIL;901;-2,116590;-79,948860;URBANO;INTERIOR DE VEHICULO PARTICULAR;PRIVADO;20/02/2024;14:30;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;47;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;VIRGEN DEL CARMEN;24D02C02S01;VIRGEN DEL CARMEN 1;SANTA ELENA;24;LA LIBERTAD;2402;-2,235120;-80,914690;URBANO;VIA PUBLICA;PUBLICO;20/02/2024;18:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;VIRGEN DEL CARMEN;24D02C02S01;VIRGEN DEL CARMEN 1;SANTA ELENA;24;LA LIBERTAD;2402;-2,235120;-80,914690;URBANO;VIA PUBLICA;PUBLICO;20/02/2024;18:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;VIRGEN DEL CARMEN;24D02C02S01;VIRGEN DEL CARMEN 1;SANTA ELENA;24;LA LIBERTAD;2402;-2,235120;-80,914690;URBANO;VIA PUBLICA;PUBLICO;20/02/2024;18:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;45;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 7;ZAMORA CHINCHIPE;YANTZAZA;PANGUI;19D04C03S02;PANGUI 2;ZAMORA CHINCHIPE;19;EL PANGUI;1906;-3,599570;-78,571580;RURAL;RIO;PUBLICO;21/02/2024;4:38;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;EVASION DE LA JUSTICIA;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILL. EN CIENCIAS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PASCUALES;PUENTE LUCIA;09D07C08S01;PUENTE LUCIA 1;GUAYAS;9;GUAYAQUIL;901;-1,987490;-79,973620;URBANO;INTERIOR DE VEHICULO PARTICULAR;PRIVADO;20/02/2024;15:00;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;46;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;AGENTE DE SEGURIDAD;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;ESTEROS;MALVINAS SUR;09D02C02S03;MALVINAS SUR 3;GUAYAS;9;GUAYAQUIL;901;-2,237230;-79,906880;URBANO;VIA PUBLICA;PUBLICO;20/02/2024;15:12;ARMA CONTUNDENTE;OBJETO CONTUSO;DELINCUENCIA COMUN;AMENAZA;HERIDAS CONTUSAS;0;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVO GUAYAQUIL;09D08C06S01;NUEVO GUAYAQUIL 1;GUAYAS;9;GUAYAQUIL;901;-2,120190;-79,969510;URBANO;VIA PUBLICA;PUBLICO;21/02/2024;5:30;ARMA BLANCA;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;39;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;ELOY ALFARO;LIMONES;08D02C01S01;LIMONES 1;ESMERALDAS;8;ELOY ALFARO;802;1,063200;-79,204120;RURAL;QUEBRADAS;PUBLICO;21/02/2024;10:30;CONSTRICTORA;SOGA;DELINCUENCIA COMUN;AMENAZA;AHORCADURA;28;A;HOMBRE;MASCULINO;AFRO;NO DETERMINADO;ECUADOR;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;ENRIQUEZ GALLO;24D02C04S01;ENRIQUEZ GALLO 1;SANTA ELENA;24;LA LIBERTAD;2402;-2,238640;-80,890530;URBANO;VIA PUBLICA;PUBLICO;21/02/2024;13:40;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;49;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;ENRIQUEZ GALLO;24D02C04S01;ENRIQUEZ GALLO 1;SANTA ELENA;24;LA LIBERTAD;2402;-2,238640;-80,890530;URBANO;VIA PUBLICA;PUBLICO;21/02/2024;13:40;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;48;A;MUJER;FEMENINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;COMERCIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;CENTRO;12D01C05S01;CENTRO 1;LOS RÍOS;12;BABAHOYO;1201;-1,799660;-79,534680;URBANO;VIA PUBLICA;PUBLICO;21/02/2024;17:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
FEMICIDIO;ZONA 3;CHIMBORAZO;COLTA;COLUMBE;06D04C03S01;COLUMBE 1;CHIMBORAZO;6;COLTA;603;-1,766160;-78,807800;RURAL;BOSQUE Y RESERVAS ECOLOGICAS;PUBLICO;18/02/2024;15:00;ARMA CONTUNDENTE;OBJETO CONTUSO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;HERIDAS CONTUSAS;20;A;MUJER;FEMENINO;INDIGENA            ;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;PANORAMA;09D24C03S01;PANORAMA 1;GUAYAS;9;DURAN;907;-2,216730;-79,783380;RURAL;TERRENO BALDIO;PUBLICO;22/02/2024;6:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;SUCRE;BAHIA;13D11C01S02;BAHIA 2;MANABÍ;13;SUCRE;1314;-0,640800;-80,423560;URBANO;VIA PUBLICA;PUBLICO;21/02/2024;15:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;OBRERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;SUCUMBIOS;SHUSHUFINDI;7 DE JULIO;21D04C03S01;7 DE JULIO 1;SUCUMBÍOS;21;SHUSHUFINDI;2104;-0,187740;-76,744130;RURAL;VIA PUBLICA;PUBLICO;22/02/2024;5:30;ARMA DE FUEGO;PISTOLA             ;TRANSNACIONAL;SECUESTRO;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;ECUADOR;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;SUCRE;LAS CORONAS;13D11C02S01;LAS CORONAS 1;MANABÍ;13;SUCRE;1314;-0,685530;-80,413380;URBANO;VIA PUBLICA;PUBLICO;22/02/2024;12:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVO GUAYAQUIL;09D08C06S02;NUEVO GUAYAQUIL 2;GUAYAS;9;GUAYAQUIL;901;-2,106610;-79,972570;URBANO;VIA PUBLICA;PUBLICO;22/02/2024;14:30;ARMA BLANCA;MACHETE             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;0;A;HOMBRE;MASCULINO;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVO GUAYAQUIL;09D08C06S02;NUEVO GUAYAQUIL 2;GUAYAS;9;GUAYAQUIL;901;-2,106610;-79,972570;URBANO;VIA PUBLICA;PUBLICO;22/02/2024;14:30;ARMA BLANCA;MACHETE             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;0;A;HOMBRE;MASCULINO;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;ABEL GILBERT;09D24C01S02;ABEL GILBERT 2;GUAYAS;9;DURAN;907;-2,182370;-79,851110;URBANO;VIA PUBLICA;PUBLICO;22/02/2024;19:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;54;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;PRIMARIA;SIN_DATO
ASESINATO;ZONA 8;DMG;PASCUALES;PASCUALES;09D07C06S02;PASCUALES 2;GUAYAS;9;GUAYAQUIL;901;-2,069500;-79,925490;URBANO;VIA PUBLICA;PUBLICO;22/02/2024;22:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MASCULINO;NO DETERMINADO;NO DETERMINADO;COLOMBIA;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
FEMICIDIO;ZONA 1;ESMERALDAS;ESMERALDAS;CODESA;08D01C01S01;CODESA 1;ESMERALDAS;8;ESMERALDAS;801;0,931660;-79,672640;URBANO;COOPERATIVA DE TRANSPORTES;PRIVADO;22/02/2024;13:30;ARMA BLANCA;CUCHILLO            ;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;HERIDA POR ARMA BLANCA;19;A;MUJER;FEMENINO;AFRO;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 9;DMQ;LA DELICIA;CARCELEN;17D03C17S05;CARCELEN 5;PICHINCHA;17;QUITO;1701;-0,076160;-78,469090;URBANO;VIA PUBLICA;PUBLICO;23/02/2024;6:20;ARMA DE FUEGO;PISTOLA             ;VIOLENCIA COMUNITARIA;DEUDAS;HERIDA POR ARMA DE FUEGO;43;A;MUJER;FEMENINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;EMPLEADO PRIVADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;SALINAS CENTRO;24D02C05S02;SALINAS CENTRO 2;SANTA ELENA;24;SALINAS;2403;-2,205930;-80,972320;URBANO;RESTAURANTE;PRIVADO;22/02/2024;22:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;BOLIVAR;GUARANDA;SAN LORENZO;02D01C11S01;SAN LORENZO 1;BOLÍVAR;2;GUARANDA;201;-1,617320;-79,006540;RURAL;NIGHT CLUBS;PRIVADO;22/02/2024;19:45;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;PORTOVIEJO;LOS CEREZOS;13D01C03S01;LOS CEREZOS 1;MANABÍ;13;PORTOVIEJO;1301;-1,059950;-80,461640;URBANO;CASA/VILLA;PRIVADO;23/02/2024;11:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;DIVORCIADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;PORTOVIEJO;EL FLORON;13D01C04S04;EL FLORON 4;MANABÍ;13;PORTOVIEJO;1301;-1,072980;-80,453690;URBANO;CASA/VILLA;PRIVADO;23/02/2024;17:18;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;PLAYAS;PLAYAS;09D22C01S01;PLAYAS 1;GUAYAS;9;PLAYAS;921;-2,580350;-80,395260;RURAL;VIA PUBLICA;PUBLICO;23/02/2024;15:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;57;A;HOMBRE;MASCULINO;MESTIZO/A;DIVORCIADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;CENTRO;09D24C02S02;CENTRO 2;GUAYAS;9;DURAN;907;-2,176690;-79,839400;URBANO;CASA/VILLA;PRIVADO;23/02/2024;13:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;OBRERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;IMBABURA;CIUDAD BLANCA;LA FLORIDA;10D01C06S01;LA FLORIDA 1;IMBABURA;10;IBARRA;1001;0,349740;-78,147420;URBANO;CASA/VILLA;PRIVADO;23/02/2024;13:30;ARMA BLANCA;CUCHILLO            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;37;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;COLOMBIA;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;ABEL GILBERT;09D24C01S01;ABEL GILBERT 1;GUAYAS;9;DURAN;907;-2,186160;-79,845660;URBANO;VIA PUBLICA;PUBLICO;23/02/2024;19:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;BUENA FE ESTE;12D06C04S01;BUENA FE ESTE 1;LOS RÍOS;12;BUENA FE;1210;-0,892920;-79,483700;URBANO;VIA PUBLICA;PUBLICO;23/02/2024;14:30;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;AGRICULTOR;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;GUASMO;09D01C01S03;GUASMO 3;GUAYAS;9;GUAYAQUIL;901;-2,285580;-79,890950;URBANO;MAR;PUBLICO;23/02/2024;16:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
