Tipo Muert.;Zona;Subzona;Distrito;Circuito;Cod. Subcircu;Subcircuito;provincia;código de provincia;cantón;código de cantón;Coord. Y;Coord. X;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Presun. Motiva.;Presun. Motiva. Obser;Probable Causa M.;Edad;Med. Edad;Sexo;Género;Etnia;Estado Civil;Nacionalidad;Discapacidad;Prof Reg Civ;Instrucción;Antecedentes
ASESINATO;ZONA 8;DMG;CEIBOS;LOS CEIBOS;09D09C01S02;LOS CEIBOS 2;GUAYAS;9;GUAYAQUIL;901;-2,137660;-79,946600;URBANO;VIA PUBLICA;PUBLICO;22/03/2024;23:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;39;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;MEDICO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;NARANJAL SUR;09D12C04S01;NARANJAL SUR 1;GUAYAS;9;NARANJAL;911;-2,682530;-79,634150;RURAL;CASA/VILLA;PRIVADO;22/03/2024;21:00;ARMA DE FUEGO;FUSIL               ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;OTROS;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;BOLIVAR;SUBTROPICO;LAS NAVES;02D04C03S01;LAS NAVES 1;BOLÍVAR;2;LAS NAVES;207;-1,287980;-79,320950;URBANO;CEMENTERIOS;PRIVADO;19/03/2024;1:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PROGRESO;PROGRESO;09D10C03S01;PROGRESO 1;GUAYAS;9;GUAYAQUIL;901;-2,201340;-80,100970;URBANO;COVACHA/CHOZA;PRIVADO;19/03/2024;15:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;25;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;QUEHACER. DOMESTICOS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;VALENCIA;12D06C10S01;VALENCIA 1;LOS RÍOS;12;VALENCIA;1211;-0,948630;-79,350150;URBANO;CANCHAS DE USO MULTIPLE;PUBLICO;22/03/2024;19:20;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI CENTRO;21D04C02S02;SHUSHUFINDI CENTRO 2;SUCUMBÍOS;21;SHUSHUFINDI;2104;-0,198090;-76,621820;URBANO;FINCA;PRIVADO;22/03/2024;22:30;ARMA BLANCA;CUCHILLO            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;17;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;PUERTO AGUAJE;24D02C07S01;PUERTO AGUAJE 1;SANTA ELENA;24;SALINAS;2403;-2,230770;-80,924260;URBANO;VIA PUBLICA;PUBLICO;22/03/2024;20:20;ARMA BLANCA;CUCHILLO            ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA BLANCA;41;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;MAGISTER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;SAN JUAN;13D02C11S01;SAN JUAN 1;MANABÍ;13;MANTA;1308;-0,983610;-80,724210;URBANO;VIA PUBLICA;PUBLICO;22/03/2024;21:00;ARMA DE FUEGO;FUSIL               ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;CUBA;13D02C10S04;CUBA 4;MANABÍ;13;MANTA;1308;-0,981290;-80,708230;URBANO;VIA PUBLICA;PUBLICO;22/03/2024;22:30;ARMA DE FUEGO;OTROS ARMA LARGA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;46;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;CUBA;13D02C10S04;CUBA 4;MANABÍ;13;MANTA;1308;-0,981290;-80,708230;URBANO;VIA PUBLICA;PUBLICO;22/03/2024;22:30;ARMA DE FUEGO;OTROS ARMA LARGA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;45;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;OBRERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVA PROSPERINA;09D08C01S02;NUEVA PROSPERINA 2;GUAYAS;9;GUAYAQUIL;901;-2,129220;-79,955070;URBANO;TRANSPORTE PUBLICO;PUBLICO;23/03/2024;10:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;41;A;MUJER;FEMENINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;FLORIDA;SAMANES;09D06C03S01;SAMANES 1;GUAYAS;9;GUAYAQUIL;901;-2,131380;-79,913470;URBANO;TERRENO BALDIO;PUBLICO;23/03/2024;17:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVA PROSPERINA;09D08C01S02;NUEVA PROSPERINA 2;GUAYAS;9;GUAYAQUIL;901;-2,127000;-79,953190;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;17:40;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 9;DMQ;TUMBACO;CUMBAYA SUR;17D09C04S03;CUMBAYA SUR 3;PICHINCHA;17;QUITO;1701;-0,225340;-78,448460;URBANO;TERRENO BALDIO;PUBLICO;21/03/2024;17:30;ARMA BLANCA;CUCHILLO            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;43;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;ARBOLITO;09D24C07S03;ARBOLITO 3;GUAYAS;9;DURAN;907;-2,145010;-79,832240;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;23:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PASCUALES;ORQUIDEAS;09D07C05S02;ORQUIDEAS 2;GUAYAS;9;GUAYAQUIL;901;-2,086230;-79,905710;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;23:37;ARMA CONTUNDENTE;OBJETO CONTUSO;DELINCUENCIA COMUN;ROBO DE CARROS;HERIDAS CONTUSAS;30;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ARQUITECTO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;GUASMO;09D01C01S01;GUASMO 1;GUAYAS;9;GUAYAQUIL;901;-2,283610;-79,877680;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;22:10;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;BASICA;SIN_DATO
HOMICIDIO;ZONA 9;DMQ;LA DELICIA;CARCELEN;17D03C17S05;CARCELEN 5;PICHINCHA;17;QUITO;1701;-0,081180;-78,466230;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;3:10;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;ANCONCITO;24D02C08S01;ANCONCITO 1;SANTA ELENA;24;SALINAS;2403;-2,316460;-80,887590;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;21:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;TRABAJADOR;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;SANTA ELENA;ATAHUALPA;24D01C03S02;ATAHUALPA 2;SANTA ELENA;24;SANTA ELENA;2401;-2,275850;-80,728630;RURAL;TERRENO BALDIO;PUBLICO;23/03/2024;17:56;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;JAIME ROLDOS;09D12C05S01;JAIME ROLDOS 1;GUAYAS;9;NARANJAL;911;-2,800840;-79,707660;RURAL;CASA/VILLA;PRIVADO;23/03/2024;20:52;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER SERVICIOS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;PATRICIA PILAR;12D06C05S01;PATRICIA PILAR 1;LOS RÍOS;12;BUENA FE;1210;-0,576140;-79,374180;RURAL;CONJUNTO HABITACIONAL;PRIVADO;23/03/2024;16:40;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;SANTA ELENA;SANTA ELENA CENTRO;24D01C04S03;SANTA ELENA CENTRO 3;SANTA ELENA;24;SANTA ELENA;2401;-2,229120;-80,857110;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;20:55;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;SANTA ELENA;SANTA ELENA CENTRO;24D01C04S03;SANTA ELENA CENTRO 3;SANTA ELENA;24;SANTA ELENA;2401;-2,229120;-80,857110;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;20:55;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;SANTA ELENA;SANTA ELENA CENTRO;24D01C04S03;SANTA ELENA CENTRO 3;SANTA ELENA;24;SANTA ELENA;2401;-2,229120;-80,857110;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;20:55;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;39;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;SANTA ELENA;SANTA ELENA CENTRO;24D01C04S03;SANTA ELENA CENTRO 3;SANTA ELENA;24;SANTA ELENA;2401;-2,229120;-80,857110;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;20:55;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;SANTA ELENA;SANTA ELENA CENTRO;24D01C04S03;SANTA ELENA CENTRO 3;SANTA ELENA;24;SANTA ELENA;2401;-2,229120;-80,857110;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;20:55;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;56;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;INGENIERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;SANTA ELENA;SANTA ELENA CENTRO;24D01C04S03;SANTA ELENA CENTRO 3;SANTA ELENA;24;SANTA ELENA;2401;-2,229120;-80,857110;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;20:55;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 7;EL ORO;HUAQUILLAS;UNION LOJANA;07D05C05S02;UNION LOJANA 2;EL ORO;7;HUAQUILLAS;707;-3,474090;-80,229510;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;3:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;ECUADOR;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;TARQUI;13D02C04S01;TARQUI 1;MANABÍ;13;MANTA;1308;-0,952850;-80,712980;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;11:50;ARMA DE FUEGO;PISTOLA             ;TRANSNACIONAL;TRAFICO INTERNACIONAL DE DROGA;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;MARIA AUXILIADORA;13D02C08S01;MARIA AUXILIADORA 1;MANABÍ;13;MANTA;1308;-0,981620;-80,724770;URBANO;CASA/VILLA;PRIVADO;23/03/2024;12:45;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;COMERCIANTE;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 1;ESMERALDAS;ESMERALDAS;COLECTIVA;08D01C07S02;COLECTIVA 2;ESMERALDAS;8;ESMERALDAS;801;0,936170;-79,677550;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;2:00;ARMA BLANCA;CUCHILLO            ;VIOLENCIA COMUNITARIA;RIÑAS;HERIDA POR ARMA BLANCA;51;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ALBANIL;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;PORTOVIEJO;COLON;13D01C01S02;COLON 2;MANABÍ;13;PORTOVIEJO;1301;-1,127090;-80,427440;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;2:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;ECUADOR;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;ESMERALDAS;BELLAVISTA NORTE;08D01C06S02;BELLAVISTA NORTE 2;ESMERALDAS;8;ESMERALDAS;801;0,976520;-79,651290;RURAL;TERRENO BALDIO;PUBLICO;21/03/2024;21:00;ARMA BLANCA;MACHETE             ;VIOLENCIA COMUNITARIA;ACTOS DE ODIO;HERIDA POR ARMA BLANCA;17;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 9;DMQ;MANUELA SAENZ;ITCHIMBIA;17D04C08S04;ITCHIMBIA 4;PICHINCHA;17;QUITO;1701;-0,227270;-78,501000;URBANO;CUARTOS EN CASA DE INQUILINATO;PRIVADO;24/03/2024;14:00;OTROS;NINGUNA;VIOLENCIA INTRAFAMILIAR;MALTRATO;HERIDAS CONTUSAS;1;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;SUCRE;BAHIA;13D11C01S02;BAHIA 2;MANABÍ;13;SUCRE;1314;-0,640620;-80,417460;URBANO;VIA PUBLICA;PUBLICO;23/03/2024;22:30;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;44;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;SUCUMBIOS;SHUSHUFINDI;7 DE JULIO;21D04C03S01;7 DE JULIO 1;SUCUMBÍOS;21;SHUSHUFINDI;2104;-0,212540;-76,800290;RURAL;FINCA;PRIVADO;23/03/2024;19:00;ARMA CONTUNDENTE;MARTILLO;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDAS CONTUSAS;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;INTELECTUAL;BACHILL. EN CIENCIAS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;LA NUEVA UNION;12D06C07S01;LA NUEVA UNION 1;LOS RÍOS;12;VALENCIA;1211;-0,952200;-79,344740;URBANO;CASA/VILLA;PRIVADO;24/03/2024;20:30;ARMA DE FUEGO;OTROS ARMA LARGA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 9;DMQ;ELOY ALFARO;ARGELIA;17D06C05S07;ARGELIA 7;PICHINCHA;17;QUITO;1701;-0,266030;-78,507980;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;22:10;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;OTROS;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 9;DMQ;ELOY ALFARO;ARGELIA;17D06C05S07;ARGELIA 7;PICHINCHA;17;QUITO;1701;-0,266030;-78,507980;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;22:10;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;OTROS;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PASCUALES;BASTION POPULAR SUR;09D07C02S01;BASTION POPULAR SUR 1;GUAYAS;9;GUAYAQUIL;901;-2,102840;-79,928090;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;20:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PORTETE;PORTETE;09D04C04S02;PORTETE 2;GUAYAS;9;GUAYAQUIL;901;-2,207960;-79,932280;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;20:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;28;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVO GUAYAQUIL;09D08C06S03;NUEVO GUAYAQUIL 3;GUAYAS;9;GUAYAQUIL;901;-2,104190;-79,972830;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;21:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;CENTRO;09D24C02S01;CENTRO 1;GUAYAS;9;DURAN;907;-2,180400;-79,836220;URBANO;CASA/VILLA;PRIVADO;24/03/2024;21:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO PRIVADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;ABEL GILBERT;09D24C01S03;ABEL GILBERT 3;GUAYAS;9;DURAN;907;-2,183890;-79,854520;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;21:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 1;ESMERALDAS;ESMERALDAS;VALLE HERMOSO;08D01C08S02;VALLE HERMOSO 2;ESMERALDAS;8;ESMERALDAS;801;0,913850;-79,691130;URBANO;CASA/VILLA;PRIVADO;24/03/2024;2:00;ARMA BLANCA;MACHETE             ;VIOLENCIA COMUNITARIA;RIÑAS;HERIDA POR ARMA BLANCA;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;JORNALERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;LIBERTAD CENTRO;24D02C01S01;LIBERTAD CENTRO 1;SANTA ELENA;24;LA LIBERTAD;2402;-2,224800;-80,921770;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;16:36;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;QUEVEDO;GALO PLAZA;12D03C05S01;GALO PLAZA 1;LOS RÍOS;12;QUEVEDO;1205;-1,010240;-79,471490;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;14:25;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;MECANICO;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 5;LOS RIOS;QUEVEDO;LA MERCED;12D03C04S01;LA MERCED 1;LOS RÍOS;12;QUEVEDO;1205;-1,018550;-79,460370;URBANO;CASA/VILLA;PRIVADO;24/03/2024;15:30;OTROS;NINGUNA;DELINCUENCIA COMUN;AMENAZA;ESTRANGULACION;32;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 2;ORELLANA;ORELLANA LORETO;COCA OCCIDENTE;22D02C05S04;COCA OCCIDENTE 4;ORELLANA;22;PUERTO FRANCISCO DE ORELLANA;2201;-0,429880;-77,009490;RURAL;VIA PUBLICA;PUBLICO;24/03/2024;20:20;ARMA DE FUEGO;OTROS ARMA LARGA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;BACH.TEC.MECAN.AUTOM;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;PORTOVIEJO;PICOAZA;13D01C07S02;PICOAZA 2;MANABÍ;13;PORTOVIEJO;1301;-1,034070;-80,492090;URBANO;HOSPITALES;PRIVADO;17/03/2024;17:05;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 7;EL ORO;PASAJE;BUENA VISTA;07D01C07S02;BUENA VISTA 2;EL ORO;7;PASAJE;709;-3,354890;-79,818410;URBANO;VIA PUBLICA;PUBLICO;24/03/2024;2:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ARQUITECTO;SUPERIOR;SIN_DATO
