codigo_iccs;subtipo_objeto_robado;nombre_objeto;cantidad;calibre;clase_arma;calidad_de;fabricacion;fecha_evento;hora_evento;tipo_lugar;lugar;codigo_zona;codigo_distrito;codigo_circuito;codigo_subcircuito;nombre_zona;nombre_distrito;nombre_circuito;nombre_subcircuito;codigo_provincia;codigo_canton;codigo_parroquia;nombre_provincia;nombre_canton;nombre_parroquia;tipo_delito;delito;modalidad
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;26/04/2024;2:20;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D02;09D02C05;09D02C05S02;ZONA 8;ESTEROS;TRINITARIA SUR;TRINITARIA SUR 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;26/04/2024;2:20;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D02;09D02C05;09D02C05S02;ZONA 8;ESTEROS;TRINITARIA SUR;TRINITARIA SUR 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;26/04/2024;7:40;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D02;09D02C03;09D02C03S03;ZONA 8;ESTEROS;MALVINAS NORTE;MALVINAS NORTE 3;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/04/2024;1:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 9;17D02;17D02C08;17D02C08S02;ZONA 9;CALDERON;BICENTENARIO;BICENTENARIO 2;17;1701;170155;PICHINCHA;QUITO;CALDERON (CARAPUNGO);DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ASESINATO;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;RETENIDO;IMPORTADA;26/04/2024;10:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 9;17D06;17D06C11;17D06C11S03;ZONA 9;ELOY ALFARO;FERROVIARIA;FERROVIARIA 3;17;1701;170150;PICHINCHA;QUITO;QUITO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;27/04/2024;0:15;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 9;17D05;17D05C02;17D05C02S03;ZONA 9;EUGENIO ESPEJO;LA MARISCAL;LA MARISCAL 3;17;1701;170150;PICHINCHA;QUITO;QUITO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;28/04/2024;17:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 9;17D06;17D06C06;17D06C06S01;ZONA 9;ELOY ALFARO;SOLANDA;SOLANDA 1;17;1701;170150;PICHINCHA;QUITO;QUITO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;26/04/2024;16:40;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 7;07D02;07D02C16;07D02C16S01;ZONA 7;MACHALA;CRISTO DEL CONSUELO;CRISTO DEL CONSUELO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;RETENIDO;IMPORTADA;26/04/2024;22:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 7;07D01;07D01C06;07D01C06S01;ZONA 7;PASAJE;RIO BONITO;RIO BONITO 1;7;706;70654;EL ORO;EL GUABO;RIO BONITO;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO DE MOTOS;ASALTO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;RETENIDO;IMPORTADA;25/04/2024;20:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 7;07D06;07D06C05;07D06C05S01;ZONA 7;SANTA ROSA;SANTA ROSA OESTE;SANTA ROSA OESTE 1;7;712;71250;EL ORO;SANTA ROSA;SANTA ROSA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;SE DESCONOCE;ABANDONADO;ARTESANAL;26/04/2024;1:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D04;08D04C03;08D04C03S01;ZONA 1;QUININDE;QUININDE;QUININDE 1;8;804;80450;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;ABANDONADO;ARTESANAL;27/04/2024;3:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D01;08D01C07;08D01C07S01;ZONA 1;ESMERALDAS;COLECTIVA;COLECTIVA 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;RETENIDO;IMPORTADA;27/04/2024;0:32;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;09D19;09D19C03;09D19C03S02;ZONA 5;DAULE;DAULE CENTRO;DAULE CENTRO 2;9;906;90650;GUAYAS;DAULE;DAULE;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;27/04/2024;18:15;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 5;09D19;09D19C05;09D19C05S01;ZONA 5;DAULE;LA T;LA T 1;9;906;90652;GUAYAS;DAULE;JUAN BAUTISTA AGUIRRE (LOS TINTOS);DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;SE DESCONOCE;APREHENDIDO;ARTESANAL;27/04/2024;18:15;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 5;09D19;09D19C05;09D19C05S01;ZONA 5;DAULE;LA T;LA T 1;9;906;90652;GUAYAS;DAULE;JUAN BAUTISTA AGUIRRE (LOS TINTOS);DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.020;ARMA DE FUEGO;OTROS;1;.22;SE DESCONOCE;APREHENDIDO;ARTESANAL;25/04/2024;19:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;09D16;09D16C04;09D16C04S01;ZONA 5;EL TRIUNFO BUCAY;BUCAY;BUCAY 1;9;927;92750;GUAYAS;GNRAL. ANTONIO ELIZALDE;GRAL. ANTONIO ELIZALDE (BUCAY);DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;ABANDONADO;ARTESANAL;26/04/2024;0:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 5;09D22;09D22C02;09D22C02S02;ZONA 5;PLAYAS;GENERAL VILLAMIL;GENERAL VILLAMIL 2;9;921;92150;GUAYAS;PLAYAS;GENERAL VILLAMIL (PLAYAS);DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;ABANDONADO;ARTESANAL;27/04/2024;7:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;10D02;10D02C09;10D02C09S01;ZONA 1;VALLE DEL AMANECER;MOJANDA;MOJANDA 1;10;1004;100450;IMBABURA;OTAVALO;OTAVALO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;SE DESCONOCE;ABANDONADO;ARTESANAL;26/04/2024;17:00;ÁREAS DE ACCESO PUBLICO;TERRENO BALDÍO;ZONA 1;10D01;10D01C09;10D01C09S01;ZONA 1;CIUDAD BLANCA;LAS LOMAS;LAS LOMAS 1;10;1001;100150;IMBABURA;IBARRA;SAN MIGUEL DE IBARRA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/04/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/04/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/04/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;28/04/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;28/04/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;28/04/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;28/04/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;IMPORTADA;26/04/2024;17:00;ÁREAS DE ACCESO PUBLICO;QUEBRADA;ZONA 5;12D05;12D05C10;12D05C10S01;ZONA 5;VINCES;JAUNECHE;JAUNECHE 1;12;1209;120950;LOS RIOS;PALENQUE;PALENQUE;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;26/04/2024;17:00;ÁREAS DE ACCESO PUBLICO;QUEBRADA;ZONA 5;12D05;12D05C10;12D05C10S01;ZONA 5;VINCES;JAUNECHE;JAUNECHE 1;12;1209;120950;LOS RIOS;PALENQUE;PALENQUE;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;26/04/2024;17:00;ÁREAS DE ACCESO PUBLICO;QUEBRADA;ZONA 5;12D05;12D05C10;12D05C10S01;ZONA 5;VINCES;JAUNECHE;JAUNECHE 1;12;1209;120950;LOS RIOS;PALENQUE;PALENQUE;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.15.001;ARMAS DE FOGUEO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;DECOMISO;IMPORTADA;28/04/2024;12:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 2;22D01;22D01C03;22D01C03S01;ZONA 2;LA JOYA DE LOS SACHAS;SACHAS;SACHAS 1;22;2203;220350;ORELLANA;LA JOYA DE LOS SACHAS;LA JOYA DE LOS SACHAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;SE DESCONOCE;APREHENDIDO;ARTESANAL;27/04/2024;6:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;24D02;24D02C02;24D02C02S02;ZONA 5;LIBERTAD SALINAS;VIRGEN DEL CARMEN;VIRGEN DEL CARMEN 2;24;2402;240250;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;25/04/2024;23:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D01;23D01C02;23D01C02S04;ZONA 4;SANTO DOMINGO ESTE;CENTRO;CENTRO 4;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;ABANDONADO;ARTESANAL;28/04/2024;11:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;21D04;21D04C05;21D04C05S01;ZONA 1;SHUSHUFINDI;LIMONCOCHA;LIMONCOCHA 1;21;2104;210451;SUCUMBIOS;SHUSHUFINDI;LIMONCOCHA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/04/2024;7:15;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D05;13D05C09;13D05C09S01;ZONA 4;EL CARMEN;MANGA DEL CURA SUR;MANGA DEL CURA SUR 1;13;1304;130450;MANABI;EL CARMEN;MANGA DEL CURA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;28/04/2024;7:15;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D05;13D05C09;13D05C09S01;ZONA 4;EL CARMEN;MANGA DEL CURA SUR;MANGA DEL CURA SUR 1;13;1304;130450;MANABI;EL CARMEN;MANGA DEL CURA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.016;ARMA DE FUEGO;RIFLES;1;.308(7.62 mm);TIRO A TIRO;APREHENDIDO;IMPORTADA;27/04/2024;23:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D05;13D05C09;13D05C09S01;ZONA 4;EL CARMEN;MANGA DEL CURA SUR;MANGA DEL CURA SUR 1;13;1304;130450;MANABI;EL CARMEN;MANGA DEL CURA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;27/04/2024;23:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D05;13D05C09;13D05C09S01;ZONA 4;EL CARMEN;MANGA DEL CURA SUR;MANGA DEL CURA SUR 1;13;1304;130450;MANABI;EL CARMEN;MANGA DEL CURA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;27/04/2024;23:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D05;13D05C09;13D05C09S01;ZONA 4;EL CARMEN;MANGA DEL CURA SUR;MANGA DEL CURA SUR 1;13;1304;130450;MANABI;EL CARMEN;MANGA DEL CURA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;223(5.56 mm);TIRO A TIRO;APREHENDIDO;IMPORTADA;27/04/2024;23:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D05;13D05C09;13D05C09S01;ZONA 4;EL CARMEN;MANGA DEL CURA SUR;MANGA DEL CURA SUR 1;13;1304;130450;MANABI;EL CARMEN;MANGA DEL CURA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;ABANDONADO;ARTESANAL;25/04/2024;4:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D02;13D02C01;13D02C01S03;ZONA 4;MANTA;LOS ESTEROS;LOS ESTEROS 3;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;25/04/2024;21:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D05;13D05C03;13D05C03S02;ZONA 4;EL CARMEN;EL CARMEN;EL CARMEN 2;13;1304;130450;MANABI;EL CARMEN;EL CARMEN;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;25/04/2024;22:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D02;13D02C08;13D02C08S01;ZONA 4;MANTA;MARIA AUXILIADORA;MARIA AUXILIADORA 1;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;28/04/2024;12:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D01;13D01C04;13D01C04S02;ZONA 4;PORTOVIEJO;EL FLORON;EL FLORON 2;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;26/04/2024;13:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D01;13D01C05;13D01C05S02;ZONA 4;PORTOVIEJO;SAN PABLO;SAN PABLO 2;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA PERSONAS Y BIENES PROTEGIDOS POR EL DERECHO INTERNACIONAL HUMANITARIO;ARMAS PROHIBIDAS POR EL DERECHO INTERNACIONAL HUMANITARIO;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;ABANDONADO;IMPORTADA;29/04/2024;10:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;02D03;02D03C04;02D03C04S01;ZONA 5;SAN MIGUEL;SAN MIGUEL;SAN MIGUEL 1;2;205;20550;BOLIVAR;SAN MIGUEL;SAN MIGUEL;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/04/2024;22:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 6;03D01;03D01C06;03D01C06S02;ZONA 6;AZOGUES;AZOGUES OESTE;AZOGUES OESTE 2;3;301;30154;CAÑAR;AZOGUES;JAVIER LOYOLA (CHUQUIPATA);DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;ABANDONADO;ARTESANAL;29/04/2024;15:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;04D03;04D03C01;04D03C01S01;ZONA 1;ESPEJO;EL ANGEL;EL ANGEL 1;4;403;40350;CARCHI;ESPEJO;EL ANGEL;DELITOS CONTRA PERSONAS Y BIENES PROTEGIDOS POR EL DERECHO INTERNACIONAL HUMANITARIO;ARMAS PROHIBIDAS POR EL DERECHO INTERNACIONAL HUMANITARIO;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;9 mm;SE DESCONOCE;ABANDONADO;IMPORTADA;29/04/2024;16:45;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D07;09D07C02;09D07C02S03;ZONA 8;PASCUALES;BASTION POPULAR SUR;BASTION POPULAR SUR 3;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;28/04/2024;17:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 9;17D06;17D06C06;17D06C06S01;ZONA 9;ELOY ALFARO;SOLANDA;SOLANDA 1;17;1701;170150;PICHINCHA;QUITO;QUITO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;29/04/2024;13:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D01;08D01C08;08D01C08S03;ZONA 1;ESMERALDAS;VALLE HERMOSO;VALLE HERMOSO 3;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;SE DESCONOCE;APREHENDIDO;IMPORTADA;29/04/2024;14:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;09D14;09D14C03;09D14C03S01;ZONA 5;PEDRO CARBO;SABANILLA;SABANILLA 1;9;914;91452;GUAYAS;PEDRO CARBO;SABANILLA;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO DE CARROS;ASALTO
